Wonder Woman,4K,"[""Action"",""Adventure"",""Fantasy""]",2017
"Craft, The",DVD,"[""Drama"",""Fantasy"",""Horror"",""Thriller""]",1996
Crank,DVD,Action,2006
Crash,DVD,Drama,2004
Creep Show,DVD,Horror,1982
Criminal Minds,DVD,"[""Crime"",""Drama"",""History"",""TV""]",2005
Crocodile Dundee,DVD,Comedy,1986
Cutting Edge The,DVD,Romantic Comedy,1992
D.O.A.,DVD,Thriller,1988
Daddy Day Care,DVD,Comedy,2003
Damn Yankees,DVD,Musical,1958
Dances with Wolves,DVD,Drama,1990
Daredevil,DVD,Action,2003
Daredevil vs. Spiderman,DVD,Action,1994
Dark Knight,DVD,Action,2008
Dave,DVD,Comedy,1993
D-Day,DVD,History,
"Dead Pool, The",DVD,Drama,1988
Death Race,DVD,Action,2008
Deathproof,DVD,Drama,2007
Deliver us from Eva,DVD,Comedy,2003
De-Lovely,DVD,Musical,2004
Demolition Man,DVD,Science Fiction,1993
Desperado,DVD,Western,1995
Deuce Bigelow,DVD,Comedy,1999
Diggstown,DVD,Drama,1992
Dirty Dancing,DVD,"[""Drama"",""Music"",""Romance""]",1987
Dirty Harry,DVD,Drama,1971
Disclosure,DVD,Drama,1994
Discpicable Me,Blu-Ray,Comedy,2010
Divine Madness,DVD,Musical,1980
Dodgeball,DVD,Comedy,2004
Dogma,DVD,Comedy,1999
Domino,DVD,Drama,1988
Don Juan DeMarco,DVD,Romance,1994
Don't Say a Word,DVD,Drama,2001
Doogal,DVD,Comedy,2006
Dr. Doolittle,DVD,Comedy,1998
Dr. Doolittle 2,DVD,Comedy,2001
Dracula,DVD,Horror,1992
Dracula 2000,DVD,Horror,2000
Dragnet (3 Episodes),DVD,"[""Crime"",""Drama"",""Mystery"",""TV""]",1967
Dreamcatcher,DVD,Horror,2003
Dressed to Kill,DVD,,1980
Dudley Do-Right,DVD,Comedy,1999
Duel,DVD,Drama,1971
Dumbo,DVD,Fantasy,1941
Dungeons & Dragons,DVD,Fantasy,2000
Earthsea,DVD,Fantasy,2004
Elf,DVD,Comedy,2003
Elizabethtown,DVD,Romance,2005
Entrapment,DVD,Romance,1999
Eragon,DVD,Fantasy,2006
Erin Brockovitch,DVD,Drama,2000
Eternal Sunshine of the Spotless Mind,DVD,Romance,2004
European Vacation,DVD,Comedy,1985
Evan Almighty,DVD,Comedy,2007
Ever After: A Cinderella Story,DVD,"[""Comedy"",""Drama"",""Romance""]",1998
Everybody Loves Raymond,DVD,"[""Comedy"",""Family"",""TV""]",1996 - 2005
"Exorcist, The",DVD,Horror,1973
Fair Game,DVD,Action,1995
Family Guy Partial Terms of Endearment,DVD,Comedy,2010
Family Guy Presents Stewie Griffin the Untold Story,DVD,Comedy,2005
Family Guy: Blue Harvest,DVD,Comedy,2007
Family Guy: Something Something Something Dark Side,Blu-Ray,Comedy,2009
"Family Man, The",DVD,Fantasy,2000
"Family Stone, The",DVD,Comedy,2005
Fantastic Four,DVD,Action,2005
Fantastic Four,Blu-Ray,Action,2005
"Farewell to Arms, A",DVD,Drama,1932
Fiddler on the Roof,DVD,Musical,1971
Finding Neverland,DVD,Drama,2004
Firewall,DVD,Action,2006
First Knight,DVD,Romance,1995
"Fish Called Wanda, A",DVD,Comedy,1988
Flashdance,DVD,Drama,1983
Flushed Away,DVD,Comedy,2006
Fools Rush In,DVD,Romantic Comedy,1997
For the Boys,DVD,Romance,1991
Forrest Gump,DVD,Drama,1994
Fort Apache The Bronx,Blu-Ray,Drama,1981
Foul Play,DVD,Romantic Comedy,1978
"Fox and the Hound, The",DVD,Adventure,1981
Freedomland,DVD,Drama,2006
Frequency,DVD,Science Fiction,2000
"Freshman, The",DVD,Comedy,1990
Frida,DVD,"[""Biography"",""Drama"",""Romance""]",2002
Fugitive The,DVD,Action,1993
Fun with Dick and Jane,DVD,Comedy,1976
Galaxy Quest,DVD,"[""Adventure"",""Comedy"",""Science Fiction""]",1999
Garfield A Tale of Two Kitties,DVD,Family,2006
"General's Daughter, The",DVD,Drama,1999
Get Christie Love!,DVD,"[""Drama"",""Crime""]",1974
Get Over It,DVD,Romantic Comedy,2001
Ghost Town,DVD,Romantic Comedy,2008
Ghostbusters,DVD,Comedy,1986
Gladiator,DVD,Historical,2000
Glee Encore,Blu-Ray,"[""Music"",""TV""]",2011
Glengarry Glen Ross,DVD,Drama,1992
Godzilla,DVD,Science Fiction,1998
"Golden Compass, The",DVD,Fantasy,2007
Gone with the Wind,Blu-Ray,Historical,1939
"Good Girl, The",DVD,Drama,2002
Good Morning Vietnam,DVD,Comedy,1987
Good Will Hunting,DVD,Drama,1997
Goodfellas,DVD,Drama,1990
Gothika,DVD,Horror,2003
Grammar for All,DVD,Educational,
Grandmas got run over by a Reindeer,DVD,Family,2000
"Green Mile, The",DVD,Fantasy,1999
Grosse Pointe Blank,DVD,Comedy,1997
Guarding Tess,DVD,Comedy,1994
Gulliver's Travels,DVD,Family,1996
Hancock,DVD,Action,2008
Hang 'Em High,DVD,Western,1968
Happily N'Ever After,DVD,Family,2006
Happy Feet,DVD,Family,2006
Hard Times,DVD,Drama,1975
Harry Potter and the Sorcerer's Stone,DVD,Fantasy,2001
Harry Potter and the Chamber of Secrets,DVD,Fantasy,2002
Harry Potter and the Prisoner of Azkaban,DVD,Fantasy,2004
Harry Potter and the Goblet of Fire,DVD,Fantasy,2005
Harry Potter and the Order of the Phoenix,DVD,Fantasy,2007
Harry Potter and the Half-Blood Prince,DVD,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2009
Harry Potter and the Deathly Hallows: Part 1,DVD,Fantasy,2010
Harry Potter and the Deathly Hallows: Part 2,DVD,Fantasy,2011
Heartbreak Ridge,DVD,Action,1986
Heartbreakers,DVD,Romantic Comedy,2001
Hellboy II: The Golden Army,DVD,Horror,2008
Help The,DVD,Drama,2011
Her Alibi,DVD,Romantic Comedy,1989
Hercules: The Legendary Journeys,DVD,TV-Fantasy,1995
High Fidelity,DVD,Comedy,2000
High Noon,DVD,"[""Action"",""Drama"",""Thriller"",""Western""]",1952
His Girl Friday,DVD,Romantic Comedy,1940
"History of Violence, A",DVD,Drama,2005
Hitman,DVD,Action,2007
Hogfather,DVD,Fantasy,2006
Hollywood Homocide,DVD,Drama,2003
Honey,DVD,Drama,2003
Hook,DVD,Family,1991
Hoosiers,DVD,"[""Drama"",""Sport""]",1986
House on Haunted Hill,DVD,Horror,1959
House,DVD,"[""Drama"",""Mystery"",""TV""]",2004 - 2012
Houseboat,DVD,Romance,1958
How to Train Your Dragon,Blu-Ray,Family,2010
I am Legend,DVD,Horror,2007
I Heart Huckabees,DVD,Comedy,2004
"I, Robot",Blu-Ray,"[""Action"",""Crime"",""Drama""]",2004
I Think I Love my Wife,DVD,"[""Comedy"",""Drama"",""Romance""]",2007
Ice Age: The Meltdown,DVD,"[""Animation"",""Action"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",2006
"Ice Harvest, The",DVD,Drama,2005
Idiocracy,DVD,Comedy,2006
If a Man Answers,DVD,Romantic Comedy,1962
Igor,DVD,Family,2008
In & Out,DVD,Comedy,1997
In the Line of Fire,DVD,"[""Action"",""Crime"",""Drama"",""Thriller""]",1993
Independence Day,DVD,Science Fiction,1996
Indiana Jones and the Kingdom of the Crystal Skull,DVD,Adventure,2008
Inside Man,DVD,Drama,2006
"Insider, The",DVD,Drama,1999
Inspector Gadget,DVD,"[""Action"",""Adventure"",""Comedy"",""Family"",""Science Fiction""]",1999
Inspector Gadget 2,DVD,Family,2003
Invincible,DVD,Drama,2006
IQ,DVD,Romantic Comedy,1994
Jack Frost,DVD,"[""Comedy"",""Drama"",""Family"",""Fantasy""]",1998
January Man,DVD,Drama,1989
Jason and the Argonauts,DVD,Fantasy,2000
Jay and Silent Bob Strike Back,DVD,Comedy,2001
Jimmy Neutron: Boy Genius,DVD,Family,2001
Joan of Arc,DVD,Historical,1999
Jumanji,Blu-Ray,"[""Action"",""Adventure"",""Family""]",1995
Juno,DVD,Comedy,2007
Jurassic Park,DVD,Science Fiction,1993
"Juror, The",DVD,Drama,1996
Just Like Heaven,DVD,Romance,2005
Justice League Justice on Trial,DVD,Adventure,
Kangaroo Jack,DVD,Family,2003
"Karate Kid, The",DVD,Drama,1984
Kate & Leopold,DVD,"[""Comedy"",""Fantasy"",""Romance""]",2001
"King and I, The (animated)",DVD,Family,
King Arthur,DVD,Historical,2004
L.A. Confidential,DVD,Drama,1997
L.A. Story,DVD,Romantic Comedy,1991
Labrynth,DVD,Fantasy,1986
"Lady and the Highwayman, The",DVD,Historical,1989
Ladyhawke,DVD,Fantasy,1985
"Ladykillers, The",DVD,Comedy,2004
Las Vegas,DVD,"[""Crime"",""Drama"",""TV""]",2003
Last Boy Scout The,DVD,"[""Action"",""Comedy"",""Crime""]",1991
Last Holiday,DVD,Romance,2006
Last Man Standing,DVD,"[""Action"",""Crime"",""Drama""]",1996
"Last Seduction, The",DVD,Drama,1994
"Last Starfighter, The",DVD,Science Fiction,1984
Last Unicorn The,DVD,Fantasy,1982
Law & Order,DVD,"[""Crime"",""Drama"",""Mystery"",""TV""]",2003
Laws of Attraction,DVD,Romantic Comedy,2004
"League of their Own, A",DVD,Drama,1992
Leap of Faith,DVD,Drama,1992
Legal Eagles,DVD,Drama,1986
Legally Blond,DVD,Romantic Comedy,2001
"Legally Blond 2: Red, White & Blonde",DVD,Romantic Comedy,2003
Legends of the Fall,DVD,Drama,1994
Liar Liar,DVD,Comedy,1997
Life of Brian,DVD,Comedy,1979
"Lion King, The",DVD,Family,1994
"Little Mermaid, The",DVD,Family,1989
Little Miss Sunshine,DVD,Comedy,2006
Little Shop of Horrors,DVD,"[""Comedy"",""Family"",""Musical"",""Romance"",""Science Fiction""]",1986
"Little Vampire, The",DVD,Family,2000
"Long Kiss Goodnight, The",DVD,Action,1996
Loony Tunes Back in Action,DVD,Family,2003
Losing Isaiah,DVD,Drama,1995
Lost in Space,DVD,Science Fiction,1998
Lost in Translation,DVD,Drama,2003
Love Actually,DVD,Romance,2003
Lovers and Other Strangers,DVD,Comedy,1970
"Lucky One, The",DVD,Romance,2012
Made in America,DVD,Comedy,1993
Madeline (cartoon),DVD,Family,
Madeline (live action),DVD,Family,1998
Mafia The History of the Mob in America,DVD,Educational,1993
"Majestic, The",DVD,Romance,2001
"Maltese Falcon, The",DVD,Drama,1941
Man of the Year,DVD,Comedy,2006
Man on Fire,DVD,Action,2004
Man on the Moon,DVD,Biography,1999
"Man with Two Brains, The",DVD,Comedy,1983
"Manchurian Candidate, The",DVD,Drama,1962
"Mask, The",DVD,Comedy,1994
"Matador, The",DVD,Comedy,2005
Match Point,DVD,Romance,2005
"Matrix, The",DVD,Science Fiction,1999
Matrix (duplicate),DVD,Science Fiction,1999
McClintock,DVD,Western,1963
"Medallion, The",DVD,Fantasy,2003
Meet the Fockers,DVD,Comedy,2004
Meet the Robinsons,DVD,Family,2007
Mercury Rising,DVD,Drama,1998
"Mexican, The",DVD,Action,2001
Miami Rhapsody,DVD,Romance,1995
Mirror Mirror,Blu-Ray,Comedy,2012
Mixed Nuts,DVD,Comedy,1994
Mona Lisa Smile,DVD,Romance,2003
Monster,DVD,Biography,2003
Monster House,DVD,Family,2006
Monster-in-Law,DVD,Romantic Comedy,2005
Moonstruck,DVD,Romance,1987
Mousehunt,DVD,Comedy,1997
Mr. & Mrs. North,DVD,"[""Comedy"",""Mystery"",""Romance"",""TV""]",1952
Mr. Deeds Goes to Town,DVD,"[""Comedy"",""Drama"",""Romance""]",1936
Mr. Moto's Last Warning,DVD,Adventure,1939
Mrs. Doubtfire,DVD,Comedy,1993
"Mummy Returns, The",DVD,"[""Action"",""Adventure"",""Fantasy""]",2001
"Mummy, The",DVD,"[""Action"",""Adventure"",""Fantasy""]",1999
Munich,DVD,Drama,2005
Murder at 1600,DVD,Drama,1997
Murphy's Romance,DVD,Romance,1985
Music & Lyrics,DVD,Romantic Comedy,2007
My Best Friend's Wedding,DVD,Romantic Comedy,1997
My Side of the Mountain,DVD,Adventure,1969
Mysteries of the Bible,DVD,Educational,1994
Mystic River,DVD,Drama,2003
Myths and Legends Part 1,DVD,Educational,2002
Myths and Legends Part 2,DVD,Educational,2002
Nacho Libre,DVD,Comedy,2006
"Naked Gun 2-1/2 the Smell of Fear, The",DVD,Comedy,1991
"Chronicles of Narnia: Prince Caspian, The",DVD,Fantasy,2008
Narnia the Lion the Witch and the Wardrobe,DVD,Fantasy,2005
"Negotiator, The",DVD,Drama,1998
Night at the Museum,DVD,Fantasy,2006
Night at the Museum Battle of the Smithsonian,Blu-Ray,Fantasy,2009
Nim's Island,DVD,Fantasy,2008
No Country for Old Men,DVD,Drama,2007
Norbit,DVD,Comedy,2007
Notting Hill,DVD,Romance,1999
Now and Then,DVD,Drama,1995
Nurse Betty,DVD,Comedy,2000
Ocean's Eleven,DVD,Action,2001
Ocean's Twelve,DVD,Action,2004
"Odyssey, The",DVD,Fantasy,1997
O Brother Where Art Thou,DVD,Comedy,2000
Oklahoma,DVD,Musical,1999
Oliver & Company,DVD,Musical,1988
"Omen, The",DVD,Horror,2006
One Eyed Jacks,DVD,Western,1961
One Flew Over the Cuckoo's Nest,DVD,"[""Drama""]",1975
One Night at McCools,DVD,Comedy,2001
Open Range,DVD,Western,2003
Open Season,DVD,Comedy,2006
Over the Hedge,DVD,Family,2006
Over the Hill Gang,DVD,Comedy,1990
Overboard,DVD,Romantic Comedy,1987
"PageMaster, The",DVD,Family,1994
Patriot Games,DVD,Action,1992
"Patriot, The",DVD,Historical,2000
Peggy Sue Got Married,DVD,Comedy,1986
"Pelican Brief, The",DVD,Drama,1993
Percy Jackson & the Olympians: the Lightning Thief,Blu-Ray,"[""Adventure"",""Family"",""Fantasy""]",2010
Peter Pan,DVD,Family,2003
"Phantom, The",DVD,Action,1996
Pink Panther,DVD,Biography,2006
Pink Panther,DVD,Comedy,1964
Pippin,DVD,Musical,1981
Pirates of the Caribbean Curse of the Black Pearl,DVD,Adventure,2003
"Planes, Trains, and Automobiles",DVD,"[""Comedy""]",1987
"Polar Express, The",DVD,Adventure,2004
Practical Magic,DVD,Romance,1998
Precision Body Sculpting,DVD,Exercise,
Prehistoric Preditors Sabretooth,DVD,Educational,2007
Premonition,DVD,Horror,2007
"Prestige, The",DVD,Drama,2006
Pretty in Pink,DVD,Romantic Comedy,1986
Primal Fear,DVD,Drama,1996
"Princess Bride, The",Blu-Ray,Romance,1987
"Producers, The",DVD,Comedy,1968
"Leon, the Professional",DVD,Drama,1994
"Professionals, The",DVD,Western,1966
Protocol,DVD,Romantic Comedy,1984
Pulp Fiction,DVD,Drama,1994
"Pursuit of Happyness, The",DVD,Drama,2006
Quantum of Solace,DVD,"[""Action"",""Adventure"",""Thriller""]",2008
Quantum of Solace,DVD,"[""Action"",""Adventure"",""Thriller""]",2008
"Quick and the Dead, The",DVD,Western,1995
Quiz Show,DVD,Drama,1994
R.V.,DVD,Comedy,2006
Raging Bull,DVD,Biography,1980
Rain Man,DVD,Drama,1988
Raising Cain,DVD,Horror,1992
Rat Pack The,DVD,Biography,1998
Red Heat,DVD,Action,1988
Reanimated,DVD,Family,2006
Red Corner,DVD,Drama,1997
Red River,DVD,Western,1948
Red Skelton,DVD,"[""Comedy"",""Music"",""TV""]",1961
Red Skelton Vol. 1,DVD,"[""Comedy"",""Music"",""TV""]",1961
Red Skelton three 1/2 hour episodes,DVD,"[""Comedy"",""Music"",""TV""]",1961
"Ref., The",DVD,Comedy,1994
Reindeer Games,DVD,Action,2000
Relative Strangers,DVD,Comedy,2006
Rent,DVD,Musical,2005
"Replacements, The",DVD,Comedy,2000
Return to Me,DVD,Romance,2000
Return to Neverland,DVD,Family,2002
Ricochet,DVD,Drama,1991
Riding the Bullet,DVD,Horror,2004
Rising Sun,DVD,Drama,1993
Risky Business,DVD,Comedy,1983
Road House,DVD,Drama,1989
Road to Perdition,DVD,Drama,2002
Robin Hood Men in Tights,DVD,Comedy,1993
Robin Hood Prince of Thieves,DVD,Adventure,1991
Robots,DVD,Family,2005
Rocky Balboa,DVD,Drama,2006
Roman Holiday,DVD,Romantic Comedy,1953
Ronin,DVD,Drama,1998
"Rookie, The",DVD,Drama,1990
Roxanne,DVD,Romantic Comedy,1987
Rumor Has It,DVD,Comedy,2005
"Run Down, The",DVD,Action,2003
Runaway Bride,DVD,Romantic Comedy,1999
Running with Scissors,DVD,Comedy,2006
Rush Hour 2,DVD,Comedy,2001
Rush Hour 3,DVD,Comedy,2007
Sabrina,DVD,Romance,1995
Sahara,DVD,Comedy,2005
Samurai Jack the Premiere Movie,DVD,Family,2001
Santa Claus III The Escape Clause,DVD,Family,2006
Santa Claus is Coming to Town,DVD,Family,1970
Saved,DVD,Comedy,2004
Say it isn't So,DVD,Romantic Comedy,2001
Scarface,DVD,Drama,1983
Scary Godmother,DVD,Family,2010
Scary Movie 3,DVD,Comedy,2003
Scary Movie 4,DVD,Comedy,2006
Scary Movie 4 Bonus Disk,DVD,Bonus Material,2006
Scent of a Woman,DVD,Drama,1992
Scooby-Doo,DVD,Family,2002
Scooby-Doo's Original Mysteries,DVD,Family,1984
"Score, The",DVD,Drama,2001
"Scorpion King, The",DVD,Adventure,2002
"Secret of Nimh, The",DVD,Family,1982
Se7en,DVD,"[""Crime"",""Drama"",""Mystery""]",1995
Sea of Love,DVD,Drama,1989
Secondhand Lions,DVD,Drama,2003
Secret Weapon,DVD,,
Seeker The,DVD,Adventure,2007
Serial Killers,DVD,Educational,1995
"Shadow Rider, The",DVD,Western,1982
"Shaggy Dog, The",DVD,Family,1959
"Shaggy Dog, The",DVD,Family,2006
Shakespeare in Love,DVD,Romantic Comedy,1998
Shanghai Knights,DVD,Comedy,2003
Shanghai Noon,DVD,Comedy,2000
"Shawshank Redemption, The",DVD,Drama,1994
Sherlock Holmes,Blu-Ray,"[""Action"",""Adventure"",""Crime"",""Mystery"",""Thriller""]",2009
"Shining, The",DVD,"[""Drama"",""Horror""]",1980
Shooter,DVD,Action,2007
Short Circuit,DVD,Comedy,1986
Show Girls,DVD,Drama,1999
Shrek 2,DVD,Family,2004
Shrek the Third,DVD,Family,2007
Sicko,DVD,Documentary,2007
Silver Bullet,DVD,Horror,1985
Silverado,DVD,Western,1985
"Simpsons, The",DVD,"[""Animation"",""Comedy"",""TV""]",1996
"Simpsons, The",DVD,"[""Animation"",""Comedy"",""TV""]",1989
Singin in the Rain,DVD,Musical,1952
Sister Act,DVD,Comedy,1992
Six Days/Seven Nights,DVD,Romantic Comedy,1998
Sky High,DVD,Comedy,2005
Sleepless in Seattle,DVD,Romance,1993
Sleepy Hollow,DVD,"[""Fantasy"",""Horror"",""Mystery""]",1999
Sliding Doors,DVD,Romance,1998
